66.5261 4.65959 3.15167
38.0463 75.4817 0.939421
11.7596 93.5268 0.672522
77.9869 60.6339 1.42482
21.0551 91.1199 5.30419
15.5721 84.9332 1.70947
9.57296 20.8713 5.42867
63.8417 40.7748 2.92721
84.2208 25.0894 0.317281
41.7817 80.5271 0.891603
2.71259 62.8966 3.8618
50.074 65.893 2.0047
43.6458 8.63356 3.76148
6.27597 82.997 1.0853
79.6526 85.489 5.77469
20.2232 48.3368 3.591
17.2686 46.0714 1.1112
62.6795 26.2748 5.0544
25.4205 88.9777 1.0226
48.0202 84.8583 1.15705
91.4074 86.508 5.44794
0.247769 81.4519 4.77361
95.5449 84.594 3.02098
30.6139 19.2402 2.33605
0.877039 84.3907 3.47373
6.94876 63.522 2.73756
64.3137 78.4757 5.42007
48.6916 97.691 1.73617
91.9607 56.2259 3.29891
43.8244 4.47267 0.61289
89.7191 12.4593 5.96384
61.0812 23.1956 1.36034
51.6233 31.4657 4.84898
31.906 2.99677 2.37796
65.3276 57.9421 1.45645
54.3612 96.9187 2.85786
31.2138 53.7747 5.02415
87.9972 8.46213 3.35973
37.0926 57.9175 5.99502
67.9457 9.52387 1.35269
74.4999 0.801261 5.32639
14.4786 59.2457 0.469781
48.3461 26.7712 3.8822
63.1746 60.2688 3.03948
41.9248 83.6989 2.02524
42.4177 97.5284 2.55796
88.6252 76.0447 1.09166
54.2468 6.10034 5.16864
91.761 67.4342 4.07474
40.8532 67.109 2.10678
23.5966 71.0554 6.24029
95.3114 3.70011 4.58303
1.46985 25.7832 3.59857
10.767 63.5666 3.83732
18.2843 47.095 3.47701
47.9367 4.27091 2.99846
48.2433 34.0826 1.99959
16.2285 13.8727 2.59634
63.2453 27.0432 5.41051
82.1645 92.1414 5.34568
28.8454 86.1955 0.942269
70.8115 42.2905 2.52088
21.8276 39.5464 4.40273
23.7874 39.1499 2.77984
47.6511 11.2819 5.71284
2.84932 30.7012 0.630736
34.1469 94.3496 1.10051
46.7325 25.37 5.23207
13.8105 74.6604 3.55915
51.2462 57.8613 5.70031
7.23567 88.4592 5.49643
81.0301 51.6399 0.899729
93.9478 27.5499 0.555717
