92.4889 89.6205 5.29634
14.2729 49.0797 5.01792
35.2124 62.3961 0.744456
75.6389 65.6364 3.65493
86.9671 59.99 0.0384218
64.3645 12.8739 3.12322
85.3903 90.7638 5.09353
63.9404 42.7763 3.47054
78.6844 59.1957 2.29063
80.9494 86.7835 2.46056
40.3577 7.41514 1.23564
25.0438 77.659 5.02197
60.9675 60.5539 4.76811
49.6655 16.8934 3.58584
57.281 88.4124 4.43873
12.4732 71.8983 0.229757
2.7205 72.4702 0.618727
37.8893 36.8795 1.86593
92.4942 91.8716 3.35466
65.4418 68.7395 3.70649
98.8779 30.4166 1.93095
64.2571 65.87 5.761
1.44333 15.0359 5.76823
18.726 44.19 0.84694
51.4638 57.1161 4.09183
65.9002 86.6247 1.22728
72.5083 80.2904 5.31515
38.8523 31.1255 2.02484
68.3606 23.9306 2.62682
29.5652 54.7647 1.00972
38.837 80.6279 3.30051
31.0576 58.4466 0.957454
32.6313 93.2771 4.54468
52.4638 6.88133 3.03106
87.0759 1.27822 5.55579
68.0469 43.8785 2.55761
28.7229 52.184 5.7932
10.9844 87.1164 5.92231
9.69897 7.91413 3.02369
58.3368 66.5434 5.73798
13.2663 2.88796 5.12537
17.8552 25.5505 0.0745153
63.2301 90.4025 1.66026
45.6753 57.4725 0.424471
20.8322 8.55795 1.74681
63.9413 68.4898 4.76975
98.0974 95.3558 2.55665
40.1242 42.5998 3.32136
85.7472 59.6323 2.27611
26.4647 73.1582 2.62947
2.26837 78.7794 1.84631
26.1242 91.1864 1.23574
94.5033 11.9662 6.05432
7.22393 95.0149 1.82807
79.149 86.0569 2.844
10.2612 63.9844 2.31024
88.7192 42.0334 2.81923
22.292 55.317 5.06468
90.711 41.2518 2.05557
21.9317 84.8776 4.92797
42.4387 2.37196 0.611683
1.59325 58.1133 3.82192
28.177 78.4818 2.67018
43.2014 54.6053 4.6697
28.5906 19.9003 3.7798
75.4817 6.07025 4.02192
59.7949 30.3994 3.16688
94.2537 22.1978 0.63198
25.0832 41.3315 0.335451
18.7634 12.9203 6.25604
10.7524 82.829 4.47887
23.7328 31.1169 3.65681
3.30799 24.2068 1.05524
67.9436 3.64684 4.06781
88.6091 48.3154 2.92469
35.9086 38.7696 3.62004
64.9674 79.963 4.59293
33.385 56.9429 2.13898
37.9643 62.0453 0.279039
95.0573 10.1992 0.199682
3.93347 29.0387 4.45029
1.20525 18.3353 1.30241
15.7693 42.2502 2.00931
3.90222 8.5676 5.62292
17.2209 84.4039 5.66027
87.6565 53.0849 4.95823
66.3013 20.3974 5.55508
31.4559 28.2766 4.48103
86.9779 14.5841 1.92338
55.1296 16.6018 3.22993
80.3519 72.5242 4.61065
63.2227 43.6597 3.96093
98.0548 93.9263 4.91491
99.4824 33.7338 2.70881
2.46035 76.5497 3.03051
55.7442 51.6334 4.00378
65.2415 29.3545 4.06841
25.4118 2.31273 2.60943
53.5996 83.6474 5.24928
85.7838 53.5347 1.35428
87.2599 72.6656 5.14547
94.2282 33.4275 3.37456
95.3599 88.0936 3.32425
26.4902 25.3902 1.8606
76.2078 15.9711 1.94912
18.4668 88.0422 3.55911
94.8821 57.4277 4.2481
60.4709 60.6699 6.23009
99.676 78.668 1.13259
90.5174 66.3521 1.45633
30.1222 13.3084 3.58467
16.6296 5.68792 3.61428
66.9548 21.4772 6.04836
51.2355 97.9524 5.54217
99.0503 56.2031 1.42181
80.3915 86.906 5.42321
67.134 17.1616 2.42541
85.9117 12.092 3.46494
35.1346 94.7462 3.72752
86.4238 13.5163 4.66164
17.5862 55.7309 4.51738
45.4814 85.2051 5.43473
78.4441 45.1075 1.6345
43.0021 89.9164 3.75084
0.330293 56.1769 3.35474
11.1739 5.69022 0.124138
12.2574 16.0843 2.0975
58.3036 6.23474 3.94403
99.0411 73.8482 3.68789
0.84284 57.0645 6.27068
28.6406 43.6684 5.97264
71.7628 65.0426 2.41979
23.358 16.7331 2.5635
82.5475 64.1694 4.5902
83.3402 53.4952 0.666629
15.3358 14.1703 2.29964
43.0036 73.9495 0.816234
35.5332 38.5125 0.593073
4.17092 35.2794 2.72712
85.278 75.5072 6.15349
68.2888 14.3061 2.28207
3.28625 66.4714 5.39028
31.7592 65.441 0.771386
27.7753 20.4802 0.685708
91.2739 78.1471 1.37806
70.1202 13.9546 4.66233
65.8538 0.749144 1.69279
78.0836 12.3109 4.06049
10.5961 77.2907 6.22409
99.0145 71.2238 5.40947
76.0027 35.4381 4.17823
36.2651 31.654 1.18295
42.5189 44.1214 1.30304
8.65796 4.17025 2.56365
44.744 72.2719 2.10591
59.1803 62.6797 5.20348
95.1566 64.0196 3.14512
14.3567 90.5158 3.88589
70.2527 60.7015 2.42775
62.0726 86.7808 3.1763
3.47602 5.27354 0.572775
37.4262 97.9618 1.28174
81.718 87.3079 2.21681
91.9243 33.97 6.01742
38.8473 4.65876 6.02467
48.4692 77.7609 4.67408
62.9576 51.5582 1.91486
62.9335 16.1996 3.27786
5.81228 80.3514 1.87143
47.7235 54.8583 2.45996
13.2401 61.1992 1.1801
18.2367 47.6457 2.29953
89.3742 95.7426 1.12232
68.7725 3.78718 2.12089
40.6877 81.4741 3.0911
50.0096 93.0251 5.4473
70.625 72.062 4.4458
